cuenta_id,fecha,transaccion,monto,descripcion
103,07-05-2024,compra,2000,Retiro parcial
115,2024-08-15,compra,2000,Compra en tienda
107,28/09/2024,retiro,-500,Ingreso extra
116,2024/02/15,deposito,3000,Ingreso extra
120,2024-10-27,retiro,3000,Ingreso extra
119,19-07-2024,compra,2000,Compra en tienda
118,2024/12/09,retiro,3000,
115,13-10-2024,compra,2000,Compra en tienda
101,16/02/2024,compra,-100,Retiro parcial
118,27/04/2024,retiro,2000,Ingreso mensual
110,11-02-2024,compra,-100,Ingreso extra
118,2024-03-05,retiro,0,Ingreso navideño
106,29/08/2024,pago,2000,
105,03/03/2024,retiro,2500,Retiro parcial
107,09-11-2024,retiro,1000,Compra en tienda
119,11/06/2024,compra,-500,
105,2024-04-01,depósito,1000,Retiro parcial
116,09-02-2024,deposito,-100,
114,2024/02/20,depósito,3000,Compra en tienda
113,27/04/2024,retiro,3000,
110,02/03/2024,deposito,2000,Compra en tienda
101,2024-02-19,compra,2000,Retiro parcial
102,23-11-2024,deposito,1000,
112,08/03/2024,retiro,2500,
111,2024-03-25,retiro,2500,Ingreso extra
117,2024-05-18,deposito,,Ingreso mensual
114,14/02/2024,retiro,3000,Ingreso mensual
112,2024/10/17,retiro,-500,Retiro parcial
108,05-01-2024,pago,-500,Retiro parcial
116,02/08/2024,compra,-500,Compra en tienda
107,2024/06/22,retiro,3000,Ingreso navideño
105,2024-06-04,pago,-500,Ingreso extra
106,2024-07-28,deposito,2000,Ingreso mensual
119,2024-03-24,compra,1500,
103,2024-09-24,retiro,-500,Ingreso extra
107,2024-10-26,retiro,3000,Ingreso mensual
114,2024-02-13,compra,2000,Ingreso extra
116,2024/08/09,compra,-500,Ingreso extra
114,14-04-2024,depósito,2000,
118,2024-08-26,compra,5000,Compra en tienda
101,2024-01-07,deposito,2500,Retiro parcial
118,2024-08-04,compra,3000,
106,2024-08-27,deposito,2500,
120,2024-05-24,retiro,-500,Compra en tienda
104,2024/11/07,compra,1000,Ingreso navideño
115,2024-06-17,compra,1000,Ingreso navideño
110,17-02-2024,compra,2500,Ingreso extra
107,2024/01/28,retiro,1500,
102,2024/11/24,retiro,-100,Retiro parcial
106,2024/10/23,compra,-500,Ingreso navideño
106,2024/08/31,compra,2500,
114,2024-10-01,compra,2000,Ingreso extra
119,2024/05/21,retiro,1500,
109,21/05/2024,retiro,3000,Ingreso extra
103,2024-07-12,deposito,,
120,17/12/2024,retiro,1500,
120,2024/12/28,retiro,-500,Ingreso navideño
106,20-11-2024,pago,-100,Ingreso extra
101,2024/07/16,retiro,2500,Ingreso navideño
109,12/11/2024,compra,-100,Ingreso navideño
103,2024-03-15,compra,5000,
118,08/12/2024,retiro,1000,Ingreso mensual
107,2024/12/30,retiro,-500,
107,17-07-2024,retiro,2000,Ingreso mensual
114,2024/10/16,retiro,,Ingreso mensual
118,2024-03-05,compra,2000,Ingreso navideño
116,23-11-2024,compra,2000,Ingreso navideño
103,19/03/2024,compra,3000,Ingreso extra
110,2024/06/22,pago,2000,
105,26-10-2024,compra,-1000,Ingreso extra
114,2024-04-16,deposito,2000,Compra en tienda
103,2024-10-29,compra,2500,
111,03/03/2024,compra,2000,Compra en tienda
104,2024-09-06,retiro,-500,
118,2024/08/13,deposito,-500,
110,27/11/2024,retiro,2000,Retiro parcial
114,07-05-2024,retiro,3000,Ingreso navideño
113,30/09/2024,deposito,-500,Ingreso extra
106,2024-11-26,pago,1500,Retiro parcial
116,2024-04-19,pago,1500,Ingreso navideño
117,25-06-2024,deposito,2500,
106,2024-04-03,retiro,2000,
105,21/09/2024,retiro,3000,Ingreso navideño
120,2024/09/16,deposito,1500,Ingreso mensual
103,27-01-2024,retiro,2000,Ingreso mensual
114,2024-07-04,compra,-100,
106,2024-04-26,compra,1000,Ingreso extra
109,2024/11/10,retiro,2500,
119,21/05/2024,compra,1000,Ingreso extra
110,19/08/2024,retiro,2500,Retiro parcial
106,2024/10/02,retiro,1500,Compra en tienda
116,17/06/2024,depósito,1500,Ingreso navideño
109,2024/05/20,compra,-500,Compra en tienda
107,2024-09-26,compra,-100,
110,2024/02/14,deposito,2500,Ingreso navideño
105,2024-09-09,compra,-500,Compra en tienda
104,2024/11/09,compra,3000,Ingreso mensual
114,2024-05-22,compra,2000,Ingreso navideño
116,2024/11/14,deposito,2500,Ingreso navideño
102,08/02/2024,deposito,3000,Compra en tienda
105,10/05/2024,retiro,2500,Ingreso navideño
107,2024/11/16,deposito,1500,Ingreso extra
114,30/10/2024,retiro,0,Compra en tienda
102,2024/08/12,deposito,2500,Retiro parcial
115,25-10-2024,deposito,0,Ingreso mensual
107,26-11-2024,depósito,-500,Compra en tienda
109,05/12/2024,retiro,2500,Ingreso mensual
119,18/02/2024,pago,1000,Ingreso extra
103,2024/10/29,compra,2500,Ingreso navideño
103,2024-07-05,retiro,3000,Ingreso mensual
112,2024-12-16,compra,-100,Ingreso mensual
117,01/02/2024,retiro,-100,
107,06-12-2024,depósito,2500,Retiro parcial
108,2024-07-17,retiro,2500,Retiro parcial
116,2024/09/15,compra,3000,Retiro parcial
115,2024/04/22,compra,1500,Ingreso extra
102,2024-09-24,retiro,1500,Compra en tienda
114,2024-10-20,compra,-100,Ingreso navideño
113,2024-04-05,deposito,1000,Ingreso navideño
117,17/11/2024,depósito,3000,Ingreso mensual
110,11/09/2024,deposito,1000,Retiro parcial
104,2024-03-01,retiro,-500,Ingreso extra
102,2024-12-28,retiro,-500,Compra en tienda
119,2024/10/28,retiro,2000,Ingreso extra
104,19/07/2024,retiro,1000,Compra en tienda
110,2024/02/23,deposito,1000,Retiro parcial
114,2024-02-07,retiro,3000,Ingreso extra
109,2024/09/11,depósito,-100,Ingreso extra
107,2024-07-02,depósito,2500,
101,2024/07/09,retiro,-1000,Ingreso mensual
114,2024-10-01,compra,1500,Ingreso mensual
114,2024-07-09,compra,-500,
116,15/06/2024,retiro,3000,Compra en tienda
117,10-02-2024,compra,2500,Ingreso mensual
104,11-01-2024,retiro,1000,Compra en tienda
117,27-03-2024,deposito,1500,Compra en tienda
119,25/09/2024,deposito,1000,Ingreso mensual
112,2024-08-25,compra,2500,Ingreso navideño
107,24-01-2024,deposito,3000,Compra en tienda
115,2024-02-22,pago,3000,
119,2024-07-11,deposito,2500,
117,2024-09-27,pago,3000,Ingreso extra
120,2024/09/01,deposito,1500,Compra en tienda
110,2024/04/26,compra,3000,Ingreso mensual
114,2024-03-03,compra,1500,Ingreso mensual
111,08-07-2024,compra,2500,Ingreso extra
108,16-08-2024,deposito,-100,Compra en tienda
106,16-12-2024,deposito,2500,
117,07-08-2024,compra,3000,Ingreso navideño
108,20-12-2024,compra,-100,Ingreso navideño
103,2024/05/06,compra,2000,Retiro parcial
106,22-02-2024,retiro,-500,Compra en tienda
118,2024-01-30,retiro,2500,Ingreso mensual
117,2024-02-15,retiro,-100,Compra en tienda
107,01-07-2024,deposito,-100,Retiro parcial
107,21-03-2024,deposito,,Compra en tienda
116,2024-03-23,deposito,2000,Compra en tienda
113,2024-12-04,deposito,-500,
105,03-08-2024,deposito,1500,Ingreso navideño
115,2024/11/17,compra,-500,Ingreso extra
107,2024/03/07,deposito,3000,
106,26/06/2024,deposito,1000,Compra en tienda
118,2024-04-12,compra,-500,Compra en tienda
120,2024/02/14,deposito,2500,
111,2024-06-07,compra,1500,
119,2024-08-03,compra,5000,Compra en tienda
108,18-01-2024,compra,2000,Ingreso extra
101,2024/10/16,deposito,-100,Retiro parcial
115,22/06/2024,deposito,-500,Ingreso extra
105,2024-04-15,retiro,3000,Ingreso navideño
112,2024-03-23,deposito,1000,Ingreso mensual
118,2024-08-25,deposito,-100,
107,24/10/2024,retiro,2500,Ingreso navideño
107,08/12/2024,compra,,Retiro parcial
120,30/10/2024,deposito,1000,Ingreso navideño
111,2024-02-15,retiro,2500,Compra en tienda
106,19/10/2024,deposito,,
108,2024-12-12,compra,2000,Ingreso extra
108,12-12-2024,compra,-100,Ingreso extra
